price,feature1,feature2
463.3552036,999.5566834,999.8619824
468.3569805,999.211524,1000.02219
462.0048019,999.4469816,999.8683984
410.3591241,1000.394052,998.7720952
467.4605955,1000.233928,999.4585838
497.2397861,999.9896921,999.9608924
411.6379446,999.5202044,999.2907578
583.0659841,1001.11463,1000.55781
441.9503669,1000.111219,999.2335257
536.0409092,999.5420017,1000.643309
530.9871744,1000.198451,1000.215985
364.5084209,1000.030227,998.4239215
626.0686517,1000.839965,1000.968725
434.62971,999.8440409,999.3967721
523.023442,1001.275452,999.7036527
484.108809,1000.298882,999.7656303
411.575607,1000.103229,999.0152902
722.2639443,1000.903094,1002.090591
519.4629918,998.3333396,1000.972026
558.5032105,999.801547,1000.728764
526.2429778,1000.854236,999.9105208
531.2775469,999.9109989,1000.409413
470.8906701,1000.556902,999.3544171
459.9249454,999.3711269,999.8305241
577.582985,1000.640067,1000.585566
599.9057314,999.8470523,1001.192904
584.9284376,1000.226556,1000.826203
357.3422339,999.5234411,998.6515692
392.0472687,998.7342755,999.3786878
515.778446,999.2308824,1000.563582
390.2092368,999.6317506,998.9564192
497.4914824,999.5076709,1000.109328
506.7403251,1000.1049,999.9978502
395.5147751,1000.70014,998.6023487
239.6562638,998.8347908,997.5871168
507.6052943,999.5753065,1000.297172
628.8494044,1001.125943,1000.955134
468.0732469,1000.350454,999.4753519
444.9447339,999.8310582,999.4927514
527.317196,1000.255063,1000.163182
415.4429846,998.0990082,999.9020604
363.4303791,1000.790827,998.1214371
591.869092,999.5714736,1001.29792
391.1246666,999.8195316,998.9070808
526.1019196,1000.597063,1000.002677
402.009596,998.2222036,999.6273333
563.6778174,1001.271258,1000.157908
362.2401835,998.309779,999.2808869
514.3134987,1000.973345,999.7052392
322.314352,997.96812,999.0098518
513.519732,999.905711,1000.170229
340.0581421,1000.40554,998.0812781
560.7947178,999.018091,1001.113263
489.7945978,999.0461966,1000.401918
381.0736788,999.0726456,999.0470901
558.3493928,999.4985941,1000.8655
451.8041724,1000.568001,999.1541685
451.7914013,1001.071398,998.888511
442.1720279,998.5647248,999.8786533
488.7869177,999.9418436,999.8617499
433.0937696,1000.292605,999.1114138
518.0070966,999.5800505,1000.431354
511.6945465,1000.115484,1000.067286
334.8945962,997.2576222,999.3205747
490.7848931,1000.394063,999.7071924
510.4635657,999.8540904,1000.097368
565.0254089,1000.763044,1000.341619
542.3014051,1000.399613,1000.282716
655.4261981,999.2263647,1002.030066
433.5175302,997.9641006,1000.241533
373.0619075,997.143901,999.8076721
517.322,999.5008805,1000.395907
609.9695554,1001.266981,1000.721655
401.280337,998.4372626,999.598788
540.7438189,1000.671365,1000.175691
410.5382496,998.9044637,999.4918913
441.7417974,1000.370811,999.1607169
448.7013865,998.0822159,1000.189822
377.5704261,998.1010404,999.4188003
450.8517862,1000.158859,999.456019
695.0806435,1000.427126,1001.976475
548.9485125,1001.418989,999.9052178
479.7088766,999.704239,999.9872333
345.0118199,1000.490214,997.9974462
576.8525517,999.1020792,1001.208424
337.9512948,1000.925944,997.7883909
466.8394786,999.3720608,999.905405
429.9154129,999.212101,999.5509449
567.8818928,998.7041887,1001.337092
422.7785261,998.9685854,999.5992829
559.7847254,1000.945341,1000.366973
503.7568725,1000.414598,999.8485481
355.3522888,998.9679269,998.7981666
622.3714738,1000.342952,1001.216479
450.9760715,999.6291172,999.5479968
591.7141351,1001.755561,1000.251791
522.4299342,1000.986059,999.9286447
474.0863464,1001.230708,999.1058256
423.0524339,1000.414412,998.9609645
466.7044581,999.1000424,1000.002301
481.9254704,1000.264272,999.6739062
362.9186761,999.1903167,998.9248684
566.0576394,1000.021978,1000.713128
457.0595881,999.786092,999.6122661
580.8806048,1000.44705,1000.778594
497.339219,999.4340662,1000.106348
519.1723752,999.8299346,1000.347423
640.4048526,1000.762021,1001.218685
477.2583976,1000.757732,999.4224863
506.5037055,999.0898243,1000.499932
634.2482933,1000.924756,1001.064115
311.8713776,998.4569075,998.5627628
556.6121543,1000.73971,1000.304541
446.3603152,1001.192008,998.9160846
543.8302791,999.3775167,1000.758774
617.615099,998.3812841,1002.110031
491.5512871,1001.380947,999.3406309
441.9052267,1000.368151,999.2039146
418.4571784,998.8689003,999.5848688
524.473484,999.3373837,1000.589526
483.1348271,999.864674,999.8396374
622.997643,999.6936341,1001.458936
424.6084077,1000.505482,998.8761662
515.1475399,999.0919913,1000.523911
496.8904767,1000.627633,999.7558292
534.234367,1001.46581,999.7679981
627.3802761,1001.173998,1000.868091
460.0232903,1000.473867,999.3747623
338.1338417,999.2123982,998.5209734
397.6205962,998.9533222,999.3841552
562.057936,1000.215619,1000.658057
504.6938964,999.3325218,1000.297039
490.997874,999.8161292,999.8989155
361.4264052,998.9540643,998.8652622
608.1280402,1000.82032,1000.848692
625.0793861,1000.92165,1001.062479
461.3807861,999.5276144,999.8255073
533.0721081,1000.785952,999.9930946
438.265406,999.3785231,999.5531243
404.1423947,999.7973484,998.9691579
458.5278977,998.9272881,1000.06512
455.139534,999.85457,999.4714155
521.8795946,1001.558375,999.5682358
507.0979898,998.9973328,1000.584286
480.8069403,998.5042365,1000.414976
539.6839973,1001.416978,999.8819258
376.3262553,999.9260163,998.6982925
449.458484,998.3140404,1000.193772
457.7779463,999.4857977,999.6714778
531.1634176,1001.139674,999.871218
599.8118558,1001.162242,1000.489624
526.6736176,1001.064102,999.7338506
512.1515175,1000.023462,1000.199058
510.0295087,999.2646123,1000.418223
391.2654758,1002.180464,997.8293756
593.6677957,999.6459546,1001.412264
415.6070868,999.3185963,999.4106555
469.0728386,1000.303462,999.6361612
485.2247759,1000.70309,999.4281625
354.9288423,999.2333839,998.6616797
316.636848,997.9274264,998.9110755
464.4449481,1000.259984,999.4908319
649.3959165,999.7144549,1001.84321
474.0250135,999.579237,999.8863511
551.5600604,999.3974992,1000.754443
631.8891574,998.6077198,1002.117718
597.7125717,1001.810554,1000.341769
532.6287977,1000.006586,1000.363869
445.5828214,999.0692661,999.7992202
599.9238261,998.6434569,1001.782647
375.9593804,999.7132541,998.7980937
581.9074848,1000.122305,1000.890032
464.9944057,999.0550036,1000.017993
417.2388721,1000.047373,999.1117139
570.6460653,999.5210715,1001.122743
414.754452,1001.410538,998.3548282
578.2240203,1001.587845,1000.146205
405.9289895,999.8644252,998.8868793
626.6797543,1000.777182,1001.025936
484.0195265,998.8566593,1000.404556
275.3333753,998.4316393,998.2427503
531.6619389,1001.505407,999.7965957
223.3467928,999.9064129,996.995651
637.7789691,1000.008147,1001.562381
553.8799961,1000.093128,1000.520123
487.7379163,999.6156513,1000.103249
439.0902596,998.2373451,1000.040329
378.0406983,999.0942819,998.9592025
379.2366912,1000.609071,998.3956184
537.1252403,1000.309024,1000.207686
553.1238781,1000.689045,1000.312159
505.6927088,999.8592635,1000.163332
421.5380653,1000.036242,999.1958021
510.8850498,1000.411648,999.8671709
567.194706,1001.418154,1000.004672
697.707158,1002.108637,1001.2051
388.7466322,999.3491565,999.0512466
578.3290181,1002.299487,999.8873847
734.2765031,1002.20078,1001.743988
449.3281449,999.1218589,999.8306809
512.049049,1001.485632,999.4277075
357.2959145,998.6995247,998.9770215
360.2321249,998.0336363,999.2782637
395.1204533,999.642413,999.060689
423.700017,1000.493348,998.9079763
443.8098389,999.4200827,999.6454565
595.9658197,1001.964374,1000.151594
515.5618128,1000.456409,999.9284258
531.9290881,1000.754948,1000.00399
530.1350863,1000.635107,1000.068194
448.6324058,998.488895,1000.126581
527.6158769,999.2297624,1000.637829
453.4582975,1000.082687,999.4434713
417.5412263,999.2136084,999.515523
656.9730857,999.104266,1002.208186
546.2313799,1001.662902,999.8455812
492.9359194,999.3252644,1000.20817
379.9091337,999.320382,998.9560838
511.3667078,1002.137955,999.1767521
503.5141998,999.9858902,1000.032261
519.4605525,1000.930656,999.772336
611.1476369,1000.535153,1000.952941
411.0515778,999.8669889,999.0741561
403.4130155,1000.286529,998.8293501
496.7541506,999.6005398,1000.103063
466.0044087,999.9571106,999.5753297
528.1286134,1000.143374,1000.29682
633.4512533,1001.839829,1000.761759
567.0449779,999.5659289,1000.912522
435.0984911,998.8105589,999.8216568
537.9288848,998.7599495,1001.027929
452.7104444,999.3869093,999.849591
609.3840753,1000.841563,1000.802756
396.1965711,999.3328882,999.1548409
504.4313726,1000.069202,1000.018398
626.6942779,1000.141367,1001.381057
493.0120178,1001.347451,999.4250632
724.4718757,1001.785056,1001.73542
713.4666735,1000.064546,1002.333509
565.1918456,1001.022786,1000.281459
551.573728,999.2961465,1000.886077
451.8976478,1000.630223,999.186691
565.9672307,999.8998852,1000.893833
367.7919044,999.2542594,998.9035762
576.3214434,1001.249933,1000.393858
579.4284309,999.4625059,1001.201761
489.0976077,999.6934125,999.953808
487.1879388,1000.586702,999.6137539
621.118856,1000.975465,1000.901963
481.9070414,998.7996651,1000.339254
700.9836803,1001.612935,1001.582289
599.9911809,999.6051177,1001.338341
522.3588837,999.4314996,1000.576953
646.8239136,1001.165662,1001.079253
568.6131874,999.8512246,1000.823257
511.2982453,1001.47255,999.3710196
760.6510167,1002.013783,1002.134164
304.4326152,999.9816766,997.6829069
543.3206422,998.0875188,1001.335095
399.866519,1000.411893,998.5966046
585.1682144,1002.148209,999.9952096
484.229812,1000.459549,999.6024893
425.843651,1000.791351,998.8934543
550.4749493,1000.512377,1000.384437
325.7948026,999.9923672,998.0549136
364.0350138,998.359239,999.2390541
439.4965352,1000.393584,999.1778168
518.2631243,999.9364673,1000.236873
693.9884929,1001.18096,1001.711467
512.5957017,999.0053072,1000.584697
257.7119972,998.5438729,997.9299982
524.3243803,999.81328,1000.375195
402.1955134,998.8068757,999.4172953
579.8517865,1002.715403,999.6504561
476.0712297,999.5839844,1000.044136
411.1842387,1000.597301,998.7795954
367.7635424,1000.078478,998.4461936
400.6349519,1000.077751,998.8231961
609.5807075,1000.3315,1001.068971
612.4702561,1001.261806,1000.696289
366.3818868,999.2636568,998.8871272
485.5039,999.698943,1000.019485
443.3970356,999.8414866,999.4498248
479.5690677,998.9041725,1000.225239
559.6984891,1000.165069,1000.665465
432.8216199,998.5578021,999.7520666
328.205504,999.1616288,998.4337815
524.3711955,1000.557862,1000.054317
552.7789351,1001.002555,1000.023836
630.6136393,999.4017538,1001.769726
424.8107861,1000.769336,998.8061671
375.1375472,998.7717779,999.2316931
338.9337012,998.802498,998.6766181
574.7400108,999.0941553,1001.231154
355.8148513,999.9148278,998.422503
378.7933971,999.2667294,998.9916585
555.999787,998.1896401,1001.449758
642.3708192,1000.350732,1001.491995
347.8763133,998.5523867,998.9606705
330.0823023,998.9124325,998.4851283
392.7043683,1000.927696,998.3205242
519.3264096,999.8139727,1000.344308
612.7537015,1000.913977,1000.912222
469.2468605,1000.062966,999.5885475
460.319991,1000.671523,999.2184731
646.2592859,999.4703525,1001.870353
452.7344994,1000.499845,999.2078832
446.6617038,1000.25179,999.307688
392.5778738,999.0104134,999.3133804
419.1123504,999.6408,999.220615
485.6714038,1000.547543,999.5958952
533.550746,999.6639182,1000.587923
558.6879695,1000.216101,1000.553772
433.4151443,999.5306068,999.5175267
572.6784321,1000.60907,1000.562754
474.3492988,1001.408194,999.1264265
587.4556674,1001.019104,1000.51666
603.6048816,1000.026779,1001.226686
679.8950229,998.5971239,1002.666308
454.0284118,998.4553157,1000.137674
641.2963611,1001.185025,1001.099978
523.1264343,999.4621812,1000.550303
451.8644194,1000.568162,999.2504078
369.914513,999.6480692,998.7529582
602.1202498,1000.270143,1001.07789
589.2837977,999.9895918,1000.979298
552.3587431,999.4249498,1000.898388
497.8207775,1000.394216,999.7150608
645.7084402,1000.14957,1001.578152
299.3944142,1000.392232,997.5955865
416.3753032,998.7939291,999.7376436
371.2241036,997.615476,999.5744079
305.4222122,1000.872374,997.3879267
476.1949752,999.9057637,999.8884834
718.2565399,999.8841393,1002.533481
481.6458132,1000.259606,999.666103
449.7972121,999.5383592,999.6477576
423.1308962,1000.896308,998.6983693
487.2327681,999.5659435,1000.016217
486.7441445,999.2341993,1000.258502
333.0808734,1000.419699,997.8785742
560.1354366,1000.573658,1000.410108
711.6577733,1000.355164,1002.203494
424.6110882,998.4509105,999.8752596
367.88499,1000.745433,998.2419449
502.8467149,1000.806804,999.6748117
661.1643686,1001.691086,1001.05262
422.4424354,999.7093372,999.2336824
612.7279103,1000.746747,1000.904334
526.4475195,999.0570409,1000.755542
462.8816308,1000.102383,999.4766181
574.5783777,1000.579287,1000.595335
477.8062599,999.585837,999.9505155
431.1886968,999.6826735,999.3678953
596.2716168,1000.386169,1000.822069
367.0456173,998.8625673,999.1566211
610.2965019,1000.110483,1001.178235
573.8382696,1000.460414,1000.554962
561.6815936,999.2785341,1001.017514
316.9505926,999.899769,997.9999574
353.7833946,999.7615014,998.4180241
462.2423973,999.3194784,999.9650895
395.7453135,999.5584923,998.961784
461.179445,999.3375545,999.8965378
265.3188349,1000.598779,997.0354847
516.2860376,1000.13886,1000.079209
495.5435853,1000.776799,999.5038947
655.0298841,1000.850818,1001.271074
361.9692856,1001.000177,998.0096956
383.9344155,998.0393743,999.6264675
339.212233,999.6419418,998.3705627
438.9769914,1000.517085,999.0863586
518.3603954,1000.680892,999.7214312
587.0691899,1000.046894,1000.954486
513.5885106,1001.376362,999.5240451
541.1289475,998.7850204,1001.024612
318.2422866,999.7471792,998.053113
407.4105059,999.5414087,999.1940976
401.5399623,1000.472427,998.7098449
530.2762592,999.3086351,1000.702749
421.5295115,997.7513412,1000.182478
509.0580575,1000.818648,999.6300459
460.1838563,998.9440824,1000.042814
387.8927246,998.3344931,999.5285184
560.9377906,1000.188717,1000.540997
586.5598065,1001.465353,1000.236417
426.3627846,998.4442305,999.7988482
479.9191566,1001.380441,999.0823974
525.7046566,999.3780247,1000.612409
555.4208713,1001.204704,1000.031633
530.6830145,999.0709937,1000.695536
469.8723866,1000.571033,999.399176
606.3150518,1001.6746,1000.448466
364.8521078,999.9605017,998.464613
360.1607812,999.1165638,998.8038426
425.1061585,999.6799094,999.2293818
365.5608775,999.3361659,998.778176
480.2301228,999.8583212,999.9125679
533.4842626,1000.341488,1000.289595
477.3213601,1001.594323,998.9566789
685.0730653,1002.08863,1001.028923
595.853638,1000.799697,1000.718958
510.8785786,998.2638401,1000.920301
403.6995492,999.8013991,999.0226848
493.9642074,999.2675297,1000.342251
368.9200954,1000.391312,998.3671211
549.8476201,999.8234545,1000.643147
601.7678084,1001.035632,1000.651231
508.2038913,1000.478535,999.7950905
418.9300452,999.664151,999.1563801
564.3682236,1001.899957,999.873382
604.110661,999.8801954,1001.332065
599.2805067,1000.774816,1000.740577
527.8807723,1000.198066,1000.374206
547.0728669,1000.756307,1000.135699
576.8926402,1001.538662,1000.171348
491.8028122,999.6197783,1000.19993
518.7063022,1000.249551,1000.130122
532.6265316,1000.10982,1000.298295
685.2165408,1000.119158,1002.003165
441.3872401,1000.422919,999.1136312
315.518929,999.1651153,998.3643916
581.5114381,999.5454262,1001.104137
585.1566919,1000.800779,1000.613454
481.206149,1000.347341,999.6949362
470.460518,1001.0365,999.2190503
535.5436758,999.4876595,1000.630712
489.057552,999.3200789,1000.106093
731.5095584,1000.163037,1002.562477
539.7932304,999.6351321,1000.638413
421.2679558,997.8955969,1000.085865
480.599115,1000.208219,999.6930885
530.2103988,1000.507948,1000.114803
464.1158701,1000.487729,999.3212914
633.4727288,1001.606533,1000.802683
449.4161188,1000.548428,999.2171762
635.3470661,1000.950321,1001.157093
537.2492281,1000.173771,1000.494971
572.3806506,999.3926515,1001.176235
553.9046288,1000.333062,1000.43588
616.510601,1000.633037,1000.949191
402.2963187,999.5412156,999.1411433
456.8999524,998.8595977,1000.014212
505.7472641,1000.255562,999.9051569
601.6384958,999.7456078,1001.195694
510.886612,998.7024202,1000.689209
556.8320971,1000.011682,1000.680526
379.1098206,999.4876319,998.8657016
453.4968122,999.2250856,999.7718235
594.6866457,1001.742872,1000.350408
567.4636877,1001.101464,1000.296578
498.9283394,999.3085994,1000.408076
413.1007145,999.7827459,999.137535
437.1817974,999.4229183,999.5038395
699.733841,1000.307254,1002.128456
351.4290806,1000.310799,998.1299824
593.2305194,1002.393728,999.9286287
544.18131,1001.214599,999.8385241
438.7637159,999.463098,999.559944
446.8769875,999.3022235,999.7473669
471.9943597,1001.401593,999.0178696
461.1406242,1001.634076,998.8095039
689.1734889,1001.209291,1001.521306
521.7969925,999.2711789,1000.51973
603.8875774,1000.42322,1001.004051
655.3914032,999.0967379,1002.160752
369.7858254,998.7818737,999.100538
509.8418863,999.557607,1000.266792
475.1758577,999.7177387,999.8226467
338.0902386,998.2993191,998.8997079
480.806168,998.9806552,1000.371496
587.3077703,1000.243491,1000.927908
503.3900014,999.0333418,1000.441187
518.1278834,1000.263382,1000.079855
506.3392986,1000.259987,1000.037393
647.3615596,1000.065919,1001.588964
453.1382414,1000.912768,999.0859714
396.0499848,1000.065261,998.8976754
612.5053394,998.8351353,1001.884064
618.9336346,1001.708655,1000.545687
524.5689546,1001.229917,999.6440087
666.0622255,1000.454984,1001.691875
657.9549143,1001.859318,1001.026841
496.0690496,999.4993493,1000.186771
524.3839384,999.2996824,1000.550251
461.4904899,1000.454155,999.3632188
433.9983845,1000.061175,999.216462
572.3130539,1000.824899,1000.355815
451.9264153,1001.019216,998.8683186
362.6880758,1000.218675,998.3838953
514.8947442,1000.371927,1000.030364
427.3695698,999.6742638,999.2576416
435.5136245,998.7792892,999.7674449
566.2717256,1000.55653,1000.535638
452.3723833,999.9925772,999.4153923
375.6230236,999.6712561,998.778753
466.4902006,999.735067,999.7117705
465.1780291,998.3172505,1000.349387
405.4001656,999.6168755,999.1442915
427.7412622,1000.272325,999.080794
358.8506132,1000.433464,998.2272943
481.5334627,999.7536479,999.928022
358.680112,998.6879405,999.0296735
375.3118021,1000.553277,998.3228391
550.1424625,1000.400656,1000.392427
556.5439756,999.748595,1000.706559
595.3809465,1000.847629,1000.687312
512.5837775,999.3813611,1000.479092
665.0473924,1001.269507,1001.342789
549.2905455,999.8973218,1000.539581
569.8733603,999.931185,1000.832135
550.2934006,1000.17198,1000.497743
607.419403,1000.215808,1001.095328
617.3773773,1000.228875,1001.213041
613.4266291,1000.153148,1001.18884
604.5726141,1000.97657,1000.743336
516.9858138,1000.757818,999.8858147
401.8950557,998.1762165,999.7161237
448.5535722,1000.020213,999.393532
475.9469962,999.9851274,999.7895298
501.8918882,1000.468918,999.6712206
498.6284209,1000.636751,999.6073807
474.2054026,999.5946436,999.8950117
568.604778,999.7161086,1000.904109
698.410414,1001.11098,1001.772917
550.8967399,1001.570616,999.9261492
481.5243697,1000.649807,999.5350306
498.4635909,1000.968193,999.6104357
515.9009901,998.927235,1000.614464
478.0803033,1000.472194,999.4699614
562.8473668,999.9247298,1000.707865
578.5238572,1001.4448,1000.215794
564.9556813,1000.585786,1000.54933
497.4647268,999.8402634,999.9931464
526.3425972,1001.206152,999.7825773
568.7320592,1001.439107,1000.191967
439.6505402,998.7915201,999.8622015
624.992504,999.2872549,1001.770277
370.7417775,999.1607144,998.9046455
553.0768173,1000.42842,1000.341523
414.8568772,998.5582023,999.7825474
448.5191442,999.8344562,999.3827381
347.1911182,999.9450195,998.2589002
631.5606939,1000.586272,1001.175575
527.0575416,998.5154237,1000.891207
553.3241975,1001.097632,1000.222361
514.4056409,998.3965737,1000.897787
444.0546928,999.5381245,999.5402879
341.6878955,999.8209155,998.2842458
565.2499549,1002.003748,999.9267008
436.5549497,1000.272789,999.1829096
548.6143605,999.503165,1000.715887
501.6220602,999.5379314,1000.298461
362.249281,998.5014726,999.0578079
309.3558786,997.8034484,998.8730393
435.2615533,997.8663307,1000.197091
428.3161488,999.4778401,999.3257306
308.2234313,1000.415453,997.6813015
536.5906688,999.4710098,1000.701675
774.4078545,1001.410152,1002.425471
428.8432128,1000.60762,999.0336303
552.889129,998.5217927,1001.187171
297.2938941,1000.112322,997.6856528
637.8587083,1000.78271,1001.142856
564.1115379,1002.095266,999.7632554
648.0101493,1000.60283,1001.379489
404.1292865,999.0420015,999.413858
508.8255256,998.9582658,1000.533329
539.5404932,999.6277835,1000.524748
467.6685222,999.6066361,999.8267831
489.1245801,1000.64701,999.6023946
571.1882918,1000.549402,1000.544053
497.7227483,1001.060221,999.6058692
396.9287686,998.8726102,999.4118772
414.1107281,998.9994054,999.5628358
406.2884539,998.1406192,999.7611544
579.55849,999.3512813,1001.287593
406.6160671,1000.662253,998.6730696
515.2152028,1000.455254,1000.050478
564.1868149,1000.103894,1000.643429
578.5886065,999.4585136,1001.063682
408.2862018,1000.406417,998.7828617
581.5425266,1000.599596,1000.671235
667.4812481,1002.180825,1000.878666
622.8655183,999.8416325,1001.406075
500.1330458,1000.99456,999.6533449
379.1313121,999.658791,998.6649498
502.71948,999.9246229,1000.011607
343.735418,998.8994799,998.7446299
441.4847402,999.689136,999.4802743
499.2123512,1000.13395,999.9495606
542.362049,999.8444901,1000.527964
547.6240433,1001.785942,999.7576089
535.9294754,1001.91032,999.4651114
461.5207671,1000.702074,999.278981
529.4394398,998.7998358,1000.917122
521.6158872,998.9010892,1000.749639
547.7129284,1000.981194,1000.090941
584.3811077,1000.140865,1000.833937
465.9998065,998.2284793,1000.419971
489.9964652,999.8172901,999.9376999
634.5322379,1001.797825,1000.557978
639.8183622,1001.386085,1000.935848
500.7218448,1000.110966,1000.011253
514.6937859,1000.928339,999.6629049
380.1398492,999.7204577,998.8366234
402.7886092,998.6372757,999.5535747
507.4431866,1001.871295,999.1797941
516.6620499,999.9816775,1000.130102
246.7397201,999.2565609,997.5251866
345.8514995,998.2512199,999.0679278
728.5415864,1000.51357,1002.228013
593.4748072,999.9606828,1000.996891
623.0544956,1000.250208,1001.363168
466.7870243,999.9988775,999.6906834
524.9670295,1001.124727,999.7485241
695.7728282,999.7027787,1002.321609
498.1900003,999.8413934,1000.058161
420.2389008,999.9212661,999.1301012
449.2596751,998.2005364,1000.169044
518.3487727,1001.108233,999.6311907
608.6446635,1001.103153,1000.746427
476.0842734,1001.26041,999.1094835
425.4599912,1001.231087,998.6371184
388.0260642,1000.689459,998.4773639
595.5444319,1000.248942,1001.010233
606.2179594,1001.257781,1000.61226
502.3583132,1000.190644,999.9318234
470.9635849,998.9341017,1000.184998
565.0768904,999.2566708,1001.03423
570.1685124,1000.289859,1000.670341
505.631884,999.0301967,1000.430406
443.1869177,1001.657524,998.5806349
387.6460559,998.3450913,999.5129484
592.7579165,1000.283968,1000.836224
528.1454695,999.9773437,1000.339359
610.0917076,999.4309557,1001.446899
543.3237843,1000.128136,1000.43092
651.3961289,1001.598301,1000.862927
552.9145203,999.684352,1000.670402
662.9250462,1000.601854,1001.560746
571.7062626,1000.217748,1000.725392
521.7744574,998.2325726,1001.022702
565.9362005,998.2623283,1001.429379
526.2924796,999.2793676,1000.596552
525.5561777,1001.275328,999.6433866
547.1290145,999.8792027,1000.640008
556.3815691,999.2829484,1000.901543
643.5525721,1002.409944,1000.487526
310.1908532,998.5767265,998.4662763
316.9737349,999.4393187,998.1652381
581.2475743,1001.658641,1000.225338
675.760269,999.9531149,1001.958977
637.271611,1001.295721,1000.996412
503.2706588,999.822801,1000.178796
386.83158,999.3841367,999.0046839
449.2279729,1000.548195,999.2622262
624.1561985,1000.618622,1001.119051
708.0181058,1003.207934,1000.873141
436.6696591,1000.467344,999.071161
582.4550663,1000.860794,1000.654963
523.1597791,1001.856572,999.4860442
454.0136304,1000.204835,999.3197593
458.3300266,999.7070692,999.6638734
553.1340607,1000.68683,1000.397533
575.6865676,1000.025336,1000.868868
399.7469088,998.388629,999.559356
479.0377818,999.8215449,999.8841244
377.1361624,999.7554927,998.7432391
611.8475488,1000.032437,1001.219938
457.6956861,1000.722589,999.2147183
320.6869405,999.742993,998.0692748
607.6647308,1001.725752,1000.436785
431.4798732,1001.028402,998.8246315
536.0059362,1001.534498,999.6458456
487.2531004,999.5973462,1000.074947
357.1160524,1000.316122,998.20131
406.9749601,1001.738494,998.1983084
367.8845615,999.2345026,998.8113077
352.2825872,999.3889149,998.6013019
428.4326862,999.9134987,999.1892898
674.3110205,1000.175273,1001.760259
455.0353354,999.1452766,999.8192917
493.5381877,999.6322129,1000.120779
323.7466082,999.0002795,998.4407967
570.8743859,1002.231825,999.809675
522.3535868,999.7198705,1000.410406
512.3707857,1000.427092,999.885685
344.445388,999.1438832,998.6964412
603.4429248,999.6854459,1001.307728
494.1976925,999.7194542,1000.115688
623.1044501,1000.320151,1001.276046
615.5627227,1002.017926,1000.409349
501.0952022,999.2524658,1000.328076
460.4308638,998.4678304,1000.216208
511.1937567,998.407909,1000.847376
619.1047849,998.8015252,1001.842098
425.2042216,1000.359239,998.9766331
439.3866776,1000.352223,999.1806166
609.7226948,1000.772358,1000.814396
520.9731598,998.9638372,1000.726221
564.9102229,1000.386158,1000.611357
574.5730747,999.1948815,1001.147362
273.432638,1000.672739,997.139518
416.5796721,998.8478752,999.6218479
