userId,movie,rating
289,Toy Story (1995),3
294,Toy Story (1995),4.5
295,Toy Story (1995),4
296,Toy Story (1995),5
298,Toy Story (1995),4
303,Toy Story (1995),4
305,Toy Story (1995),5
306,Toy Story (1995),4
307,Toy Story (1995),5
309,Toy Story (1995),4
313,Toy Story (1995),4
314,Toy Story (1995),5
315,Toy Story (1995),5
316,Toy Story (1995),2.5
317,Toy Story (1995),2.5
318,Toy Story (1995),5
324,Toy Story (1995),3
325,Toy Story (1995),5
329,Toy Story (1995),4
330,Toy Story (1995),4
332,Toy Story (1995),4
336,Toy Story (1995),5
337,Toy Story (1995),4.5
344,Toy Story (1995),4
347,Toy Story (1995),4
354,Toy Story (1995),5
359,Toy Story (1995),5
360,Toy Story (1995),5
361,Toy Story (1995),4
367,Toy Story (1995),3
370,Toy Story (1995),4.5
372,Toy Story (1995),4
375,Toy Story (1995),4
377,Toy Story (1995),5
388,Toy Story (1995),2.5
389,Toy Story (1995),3
398,Toy Story (1995),2.5
399,Toy Story (1995),5
401,Toy Story (1995),5
402,Toy Story (1995),4
409,Toy Story (1995),5
413,Toy Story (1995),4.5
419,Toy Story (1995),4
422,Toy Story (1995),3
425,Toy Story (1995),5
427,Toy Story (1995),4
430,Toy Story (1995),2.5
432,Toy Story (1995),4.5
436,Toy Story (1995),4.5
440,Toy Story (1995),4
443,Toy Story (1995),5
447,Toy Story (1995),4.5
453,Toy Story (1995),5
461,Toy Story (1995),5
462,Toy Story (1995),3
466,Toy Story (1995),4.5
471,Toy Story (1995),3
473,Toy Story (1995),5
474,Toy Story (1995),5
475,Toy Story (1995),5
479,Toy Story (1995),5
482,Toy Story (1995),5
483,Toy Story (1995),4
485,Toy Story (1995),3
488,Toy Story (1995),3
489,Toy Story (1995),5
490,Toy Story (1995),4
492,Toy Story (1995),3.5
496,Toy Story (1995),5
505,Toy Story (1995),4.5
508,Toy Story (1995),4
514,Toy Story (1995),1
516,Toy Story (1995),5
520,Toy Story (1995),5
521,Toy Story (1995),5
524,Toy Story (1995),4
531,Toy Story (1995),3.5
536,Toy Story (1995),4
539,Toy Story (1995),5
543,Toy Story (1995),2
546,Toy Story (1995),2.5
547,Toy Story (1995),4
548,Toy Story (1995),3.5
550,Toy Story (1995),4
552,Toy Story (1995),3
557,Toy Story (1995),2.5
564,Toy Story (1995),3
570,Toy Story (1995),5
571,Toy Story (1995),3
572,Toy Story (1995),5
578,Toy Story (1995),4.5
584,Toy Story (1995),5
585,Toy Story (1995),5
586,Toy Story (1995),2.5
587,Toy Story (1995),5
588,Toy Story (1995),4
589,Toy Story (1995),5
590,Toy Story (1995),3.5
591,Toy Story (1995),5
592,Toy Story (1995),4
593,Toy Story (1995),5
600,Toy Story (1995),4
601,Toy Story (1995),5
603,Toy Story (1995),4
604,Toy Story (1995),3.5
607,Toy Story (1995),5
609,Toy Story (1995),3
611,Toy Story (1995),5
614,Toy Story (1995),3
616,Toy Story (1995),3
619,Toy Story (1995),4
624,Toy Story (1995),3
627,Toy Story (1995),4
628,Toy Story (1995),4
631,Toy Story (1995),4
635,Toy Story (1995),5
637,Toy Story (1995),4
642,Toy Story (1995),3
643,Toy Story (1995),3
648,Toy Story (1995),4
649,Toy Story (1995),3
651,Toy Story (1995),5
652,Toy Story (1995),3
656,Toy Story (1995),3
658,Toy Story (1995),5
659,Toy Story (1995),3
664,Toy Story (1995),5
666,Toy Story (1995),5
667,Toy Story (1995),4.5
673,Toy Story (1995),3
674,Toy Story (1995),4
678,Toy Story (1995),4
681,Toy Story (1995),4
683,Toy Story (1995),5
684,Toy Story (1995),4
685,Toy Story (1995),5
686,Toy Story (1995),2
688,Toy Story (1995),3
689,Toy Story (1995),3
690,Toy Story (1995),3
694,Toy Story (1995),4.5
699,Toy Story (1995),4
700,Toy Story (1995),4
702,Toy Story (1995),3.5
708,Toy Story (1995),3
710,Toy Story (1995),4
711,Toy Story (1995),5
712,Toy Story (1995),3
714,Toy Story (1995),4
715,Toy Story (1995),5
717,Toy Story (1995),4.5
724,Toy Story (1995),4.5
725,Toy Story (1995),5
728,Toy Story (1995),5
729,Toy Story (1995),3
733,Toy Story (1995),5
735,Toy Story (1995),3.5
736,Toy Story (1995),5
737,Toy Story (1995),4
738,Toy Story (1995),3.5
739,Toy Story (1995),3.5
741,Toy Story (1995),5
742,Toy Story (1995),5
744,Toy Story (1995),4
749,Toy Story (1995),4
755,Toy Story (1995),3.5
757,Toy Story (1995),5
758,Toy Story (1995),3
761,Toy Story (1995),3
763,Toy Story (1995),1
766,Toy Story (1995),5
769,Toy Story (1995),5
772,Toy Story (1995),3
773,Toy Story (1995),4
774,Toy Story (1995),3.5
775,Toy Story (1995),4.5
776,Toy Story (1995),4.5
778,Toy Story (1995),4
781,Toy Story (1995),5
783,Toy Story (1995),4
785,Toy Story (1995),5
786,Toy Story (1995),2.5
787,Toy Story (1995),4
789,Toy Story (1995),4
792,Toy Story (1995),4.5
797,Toy Story (1995),5
799,Toy Story (1995),4
802,Toy Story (1995),5
804,Toy Story (1995),3.5
805,Toy Story (1995),5
807,Toy Story (1995),5
809,Toy Story (1995),5
812,Toy Story (1995),4
814,Toy Story (1995),5
817,Toy Story (1995),4
818,Toy Story (1995),5
822,Toy Story (1995),3.5
824,Toy Story (1995),4
827,Toy Story (1995),4
829,Toy Story (1995),5
838,Toy Story (1995),4.5
839,Toy Story (1995),4
841,Toy Story (1995),3.5
846,Toy Story (1995),3.5
849,Toy Story (1995),5
850,Toy Story (1995),5
852,Toy Story (1995),5
853,Toy Story (1995),5
857,Toy Story (1995),4
858,Toy Story (1995),1.5
868,Toy Story (1995),4.5
869,Toy Story (1995),4.5
870,Toy Story (1995),3
872,Toy Story (1995),4
873,Toy Story (1995),3
885,Toy Story (1995),4.5
889,Toy Story (1995),4
890,Toy Story (1995),4.5
892,Toy Story (1995),5
898,Toy Story (1995),3.5
900,Toy Story (1995),4.5
902,Toy Story (1995),4
903,Toy Story (1995),4
910,Toy Story (1995),5
916,Toy Story (1995),4
926,Toy Story (1995),4.5
929,Toy Story (1995),4.5
930,Toy Story (1995),2
932,Toy Story (1995),4.5
933,Toy Story (1995),4.5
935,Toy Story (1995),3.5
936,Toy Story (1995),4
941,Toy Story (1995),4
947,Toy Story (1995),4
949,Toy Story (1995),5
952,Toy Story (1995),5
955,Toy Story (1995),5
959,Toy Story (1995),3
963,Toy Story (1995),5
964,Toy Story (1995),3.5
969,Toy Story (1995),4
970,Toy Story (1995),2
972,Toy Story (1995),4
982,Toy Story (1995),3
984,Toy Story (1995),4
986,Toy Story (1995),4
987,Toy Story (1995),5
989,Toy Story (1995),3.5
990,Toy Story (1995),3.5
1001,Toy Story (1995),3.5
1003,Toy Story (1995),3.5
1007,Toy Story (1995),4
1008,Toy Story (1995),5
1011,Toy Story (1995),3
1013,Toy Story (1995),4
1015,Toy Story (1995),4
1019,Toy Story (1995),4
1022,Toy Story (1995),3
1023,Toy Story (1995),4.5
1024,Toy Story (1995),2.5
1026,Toy Story (1995),3
1028,Toy Story (1995),4
1030,Toy Story (1995),4
1031,Toy Story (1995),5
1035,Toy Story (1995),5
1039,Toy Story (1995),4
1044,Toy Story (1995),5
1046,Toy Story (1995),4
1048,Toy Story (1995),4.5
1049,Toy Story (1995),3
1050,Toy Story (1995),5
1051,Toy Story (1995),3.5
1057,Toy Story (1995),5
1058,Toy Story (1995),5
1059,Toy Story (1995),3
1061,Toy Story (1995),3.5
1068,Toy Story (1995),4
1071,Toy Story (1995),4
1073,Toy Story (1995),4
1081,Toy Story (1995),2.5
1084,Toy Story (1995),4
1085,Toy Story (1995),5
1087,Toy Story (1995),5
1095,Toy Story (1995),4
1099,Toy Story (1995),3
1102,Toy Story (1995),4
1107,Toy Story (1995),4
1108,Toy Story (1995),3.5
1110,Toy Story (1995),4
1111,Toy Story (1995),4
1112,Toy Story (1995),4
1115,Toy Story (1995),3
1116,Toy Story (1995),5
1119,Toy Story (1995),4
1131,Toy Story (1995),4
1133,Toy Story (1995),4
1135,Toy Story (1995),5
1136,Toy Story (1995),4
1139,Toy Story (1995),3.5
1140,Toy Story (1995),5
1141,Toy Story (1995),3.5
1143,Toy Story (1995),5
1144,Toy Story (1995),5
1148,Toy Story (1995),5
1159,Toy Story (1995),5
1163,Toy Story (1995),4
1165,Toy Story (1995),3
1166,Toy Story (1995),3.5
1167,Toy Story (1995),5
1170,Toy Story (1995),4
1174,Toy Story (1995),4
1178,Toy Story (1995),3
1179,Toy Story (1995),5
1182,Toy Story (1995),4.5
1185,Toy Story (1995),3.5
1190,Toy Story (1995),5
1191,Toy Story (1995),3
1195,Toy Story (1995),3.5
1197,Toy Story (1995),3.5
1198,Toy Story (1995),5
1200,Toy Story (1995),3.5
1206,Toy Story (1995),4.5
1210,Toy Story (1995),4
1216,Toy Story (1995),5
1220,Toy Story (1995),4
1222,Toy Story (1995),4.5
1223,Toy Story (1995),3
1227,Toy Story (1995),4.5
1232,Toy Story (1995),4
1233,Toy Story (1995),4
1242,Toy Story (1995),3
1244,Toy Story (1995),4
1246,Toy Story (1995),5
1247,Toy Story (1995),1
1252,Toy Story (1995),5
1254,Toy Story (1995),4.5
1258,Toy Story (1995),5
1261,Toy Story (1995),4
1267,Toy Story (1995),5
1268,Toy Story (1995),4
1270,Toy Story (1995),5
1279,Toy Story (1995),3.5
1280,Toy Story (1995),4
1281,Toy Story (1995),3
1282,Toy Story (1995),4
1289,Toy Story (1995),3.5
1290,Toy Story (1995),5
1296,Toy Story (1995),5
1302,Toy Story (1995),4
1305,Toy Story (1995),3
1307,Toy Story (1995),3
1309,Toy Story (1995),4
1311,Toy Story (1995),4.5
1312,Toy Story (1995),4
1315,Toy Story (1995),5
1317,Toy Story (1995),4
1321,Toy Story (1995),4
1322,Toy Story (1995),4.5
1323,Toy Story (1995),4
1324,Toy Story (1995),4.5
1325,Toy Story (1995),4
1326,Toy Story (1995),3
1327,Toy Story (1995),5
1329,Toy Story (1995),4
1338,Toy Story (1995),4
1339,Toy Story (1995),3
1341,Toy Story (1995),2
1348,Toy Story (1995),4
1350,Toy Story (1995),4
1357,Toy Story (1995),4
1359,Toy Story (1995),3
1364,Toy Story (1995),3.5
1367,Toy Story (1995),4
1368,Toy Story (1995),5
1371,Toy Story (1995),4
1374,Toy Story (1995),1.5
1376,Toy Story (1995),5
1377,Toy Story (1995),1.5
1379,Toy Story (1995),3
1380,Toy Story (1995),4
1382,Toy Story (1995),5
1385,Toy Story (1995),4.5
1387,Toy Story (1995),3
1392,Toy Story (1995),5
1400,Toy Story (1995),4
1403,Toy Story (1995),3
1406,Toy Story (1995),4.5
1407,Toy Story (1995),3
1411,Toy Story (1995),4
1412,Toy Story (1995),3
1415,Toy Story (1995),3
1419,Toy Story (1995),4
1420,Toy Story (1995),4
1421,Toy Story (1995),3
1423,Toy Story (1995),3
1426,Toy Story (1995),4
1432,Toy Story (1995),5
1433,Toy Story (1995),3
1435,Toy Story (1995),4
1436,Toy Story (1995),3
1437,Toy Story (1995),5
1438,Toy Story (1995),5
1444,Toy Story (1995),4
1446,Toy Story (1995),3
1447,Toy Story (1995),4.5
1449,Toy Story (1995),4
1453,Toy Story (1995),3.5
1455,Toy Story (1995),4
1456,Toy Story (1995),5
1457,Toy Story (1995),4
1458,Toy Story (1995),3.5
1459,Toy Story (1995),2
1460,Toy Story (1995),4
1464,Toy Story (1995),5
1465,Toy Story (1995),3
1468,Toy Story (1995),4
1471,Toy Story (1995),4
1472,Toy Story (1995),5
1475,Toy Story (1995),3.5
1478,Toy Story (1995),4
1480,Toy Story (1995),3
1481,Toy Story (1995),3.5
1488,Toy Story (1995),5
1494,Toy Story (1995),4
1496,Toy Story (1995),4
1497,Toy Story (1995),4
1504,Toy Story (1995),4
1505,Toy Story (1995),4
1507,Toy Story (1995),4
1509,Toy Story (1995),4
1514,Toy Story (1995),5
1515,Toy Story (1995),4
1516,Toy Story (1995),3
1518,Toy Story (1995),3.5
1519,Toy Story (1995),4
1523,Toy Story (1995),4
1525,Toy Story (1995),4
1526,Toy Story (1995),3.5
1528,Toy Story (1995),4.5
1530,Toy Story (1995),4
1532,Toy Story (1995),5
1534,Toy Story (1995),5
1537,Toy Story (1995),5
1539,Toy Story (1995),4.5
1547,Toy Story (1995),3
1550,Toy Story (1995),2.5
1554,Toy Story (1995),3.5
1555,Toy Story (1995),4
1556,Toy Story (1995),5
1557,Toy Story (1995),3
1559,Toy Story (1995),3.5
1560,Toy Story (1995),4
1562,Toy Story (1995),5
1566,Toy Story (1995),4
1567,Toy Story (1995),5
1568,Toy Story (1995),3
1570,Toy Story (1995),5
1573,Toy Story (1995),5
1574,Toy Story (1995),4
1577,Toy Story (1995),4
1579,Toy Story (1995),4
1584,Toy Story (1995),5
1588,Toy Story (1995),4.5
1600,Toy Story (1995),3
1601,Toy Story (1995),3.5
1602,Toy Story (1995),4.5
1603,Toy Story (1995),5
1604,Toy Story (1995),3
1606,Toy Story (1995),4.5
1607,Toy Story (1995),2
1608,Toy Story (1995),5
1609,Toy Story (1995),4
1610,Toy Story (1995),4.5
1616,Toy Story (1995),1.5
1617,Toy Story (1995),3
1619,Toy Story (1995),3.5
1620,Toy Story (1995),4
1621,Toy Story (1995),5
1623,Toy Story (1995),4
1625,Toy Story (1995),4
1626,Toy Story (1995),3
1627,Toy Story (1995),4.5
1628,Toy Story (1995),4
1630,Toy Story (1995),3
1635,Toy Story (1995),3
1636,Toy Story (1995),5
1641,Toy Story (1995),4.5
1643,Toy Story (1995),2
1644,Toy Story (1995),3.5
1645,Toy Story (1995),5
1646,Toy Story (1995),3
1650,Toy Story (1995),4
1655,Toy Story (1995),3
1662,Toy Story (1995),1
1665,Toy Story (1995),4
1668,Toy Story (1995),4
1670,Toy Story (1995),3
1672,Toy Story (1995),3.5
1676,Toy Story (1995),5
1677,Toy Story (1995),3.5
1678,Toy Story (1995),3
1686,Toy Story (1995),3.5
1688,Toy Story (1995),4
1689,Toy Story (1995),5
1694,Toy Story (1995),5
1695,Toy Story (1995),3
1698,Toy Story (1995),4
1703,Toy Story (1995),2.5
1704,Toy Story (1995),2.5
1706,Toy Story (1995),3
1715,Toy Story (1995),4
1716,Toy Story (1995),3
1719,Toy Story (1995),3
1721,Toy Story (1995),3
1726,Toy Story (1995),3.5
1727,Toy Story (1995),4
1728,Toy Story (1995),4
1729,Toy Story (1995),4
1730,Toy Story (1995),4
1732,Toy Story (1995),5
1734,Toy Story (1995),3.5
1736,Toy Story (1995),4
1741,Toy Story (1995),4
1743,Toy Story (1995),4
1744,Toy Story (1995),5
1745,Toy Story (1995),3
1747,Toy Story (1995),3
1748,Toy Story (1995),4
1749,Toy Story (1995),5
1750,Toy Story (1995),4
1755,Toy Story (1995),4
1757,Toy Story (1995),3.5
1758,Toy Story (1995),4.5
1759,Toy Story (1995),5
1761,Toy Story (1995),4
1763,Toy Story (1995),4
1764,Toy Story (1995),4
1767,Toy Story (1995),5
1768,Toy Story (1995),5
1771,Toy Story (1995),3
1774,Toy Story (1995),3.5
1775,Toy Story (1995),3
1777,Toy Story (1995),5
1779,Toy Story (1995),4
1780,Toy Story (1995),3
1781,Toy Story (1995),3
1784,Toy Story (1995),4
1786,Toy Story (1995),4.5
1789,Toy Story (1995),5
1790,Toy Story (1995),3
1791,Toy Story (1995),4
1800,Toy Story (1995),3
1803,Toy Story (1995),4.5
1808,Toy Story (1995),3
1809,Toy Story (1995),5
1810,Toy Story (1995),3.5
1811,Toy Story (1995),4
1812,Toy Story (1995),4
1813,Toy Story (1995),4.5
1819,Toy Story (1995),3.5
1820,Toy Story (1995),4
1825,Toy Story (1995),4.5
1828,Toy Story (1995),3
1829,Toy Story (1995),5
1831,Toy Story (1995),4
1835,Toy Story (1995),5
1836,Toy Story (1995),5
1837,Toy Story (1995),4
1840,Toy Story (1995),4.5
1844,Toy Story (1995),2.5
1847,Toy Story (1995),5
1849,Toy Story (1995),4.5
1851,Toy Story (1995),3
1854,Toy Story (1995),3.5
1864,Toy Story (1995),4
1866,Toy Story (1995),3
1868,Toy Story (1995),5
1869,Toy Story (1995),5
1876,Toy Story (1995),5
1880,Toy Story (1995),5
1881,Toy Story (1995),5
1885,Toy Story (1995),4
1886,Toy Story (1995),4
1887,Toy Story (1995),4
1890,Toy Story (1995),3.5
1891,Toy Story (1995),4
1896,Toy Story (1995),3
1897,Toy Story (1995),5
1902,Toy Story (1995),4
1904,Toy Story (1995),3
1906,Toy Story (1995),4.5
1913,Toy Story (1995),5
1917,Toy Story (1995),3
1918,Toy Story (1995),5
1925,Toy Story (1995),5
1930,Toy Story (1995),4
1931,Toy Story (1995),5
1935,Toy Story (1995),4
1941,Toy Story (1995),5
1942,Toy Story (1995),4
1945,Toy Story (1995),5
1952,Toy Story (1995),5
1953,Toy Story (1995),5
1954,Toy Story (1995),3.5
1955,Toy Story (1995),5
1960,Toy Story (1995),4
1963,Toy Story (1995),4
1964,Toy Story (1995),5
1966,Toy Story (1995),4.5
1969,Toy Story (1995),5
1972,Toy Story (1995),4
1974,Toy Story (1995),3
1975,Toy Story (1995),4
1980,Toy Story (1995),4
1982,Toy Story (1995),5
1984,Toy Story (1995),4
1990,Toy Story (1995),3
1993,Toy Story (1995),3
1997,Toy Story (1995),4.5
2000,Toy Story (1995),4
2004,Toy Story (1995),1.5
2010,Toy Story (1995),4.5
2015,Toy Story (1995),4
2017,Toy Story (1995),3
2019,Toy Story (1995),3.5
2024,Toy Story (1995),3.5
2025,Toy Story (1995),4
2026,Toy Story (1995),4.5
2027,Toy Story (1995),5
2029,Toy Story (1995),3
2031,Toy Story (1995),5
2034,Toy Story (1995),3
2035,Toy Story (1995),5
2036,Toy Story (1995),5
2037,Toy Story (1995),5
2038,Toy Story (1995),4.5
2045,Toy Story (1995),3
2047,Toy Story (1995),4.5
2048,Toy Story (1995),3
2051,Toy Story (1995),4
2056,Toy Story (1995),0.5
2058,Toy Story (1995),5
2062,Toy Story (1995),4.5
2065,Toy Story (1995),5
2067,Toy Story (1995),4
2068,Toy Story (1995),4
2071,Toy Story (1995),3.5
2072,Toy Story (1995),3
2075,Toy Story (1995),3
2076,Toy Story (1995),4
2081,Toy Story (1995),4.5
2083,Toy Story (1995),3
2084,Toy Story (1995),0.5
2085,Toy Story (1995),4.5
2088,Toy Story (1995),4
2089,Toy Story (1995),5
2090,Toy Story (1995),3
2096,Toy Story (1995),4
2099,Toy Story (1995),4
2100,Toy Story (1995),3.5
2101,Toy Story (1995),3
2104,Toy Story (1995),4.5
2106,Toy Story (1995),5
2107,Toy Story (1995),3
2109,Toy Story (1995),5
2111,Toy Story (1995),5
2115,Toy Story (1995),3
2117,Toy Story (1995),5
2118,Toy Story (1995),5
2119,Toy Story (1995),4
2120,Toy Story (1995),3
2126,Toy Story (1995),3
2128,Toy Story (1995),3.5
2131,Toy Story (1995),4
2138,Toy Story (1995),3.5
2140,Toy Story (1995),4
2143,Toy Story (1995),5
2147,Toy Story (1995),4
2149,Toy Story (1995),4
2150,Toy Story (1995),3.5
2151,Toy Story (1995),3.5
2152,Toy Story (1995),4
2153,Toy Story (1995),4
2156,Toy Story (1995),5
2161,Toy Story (1995),4
2163,Toy Story (1995),4
2164,Toy Story (1995),3
2168,Toy Story (1995),3.5
2171,Toy Story (1995),3
2172,Toy Story (1995),5
2174,Toy Story (1995),2
2176,Toy Story (1995),3.5
2184,Toy Story (1995),3.5
2188,Toy Story (1995),5
2191,Toy Story (1995),5
2193,Toy Story (1995),1.5
2197,Toy Story (1995),4.5
2200,Toy Story (1995),5
2202,Toy Story (1995),0.5
2206,Toy Story (1995),5
2214,Toy Story (1995),4
2215,Toy Story (1995),4
2217,Toy Story (1995),4
2226,Toy Story (1995),4
2227,Toy Story (1995),4
2232,Toy Story (1995),3
2236,Toy Story (1995),2
2239,Toy Story (1995),5
2242,Toy Story (1995),4
2243,Toy Story (1995),5
2244,Toy Story (1995),4
2245,Toy Story (1995),2
2246,Toy Story (1995),4
2250,Toy Story (1995),4.5
2252,Toy Story (1995),2.5
2253,Toy Story (1995),4
2254,Toy Story (1995),4
2257,Toy Story (1995),5
2259,Toy Story (1995),5
2260,Toy Story (1995),3.5
2261,Toy Story (1995),3
2263,Toy Story (1995),5
2265,Toy Story (1995),2.5
2269,Toy Story (1995),2.5
2270,Toy Story (1995),4
2273,Toy Story (1995),4
2274,Toy Story (1995),3.5
2278,Toy Story (1995),5
2281,Toy Story (1995),1
2284,Toy Story (1995),5
2286,Toy Story (1995),4
2288,Toy Story (1995),3
2290,Toy Story (1995),5
2291,Toy Story (1995),3
2294,Toy Story (1995),5
2295,Toy Story (1995),4
2297,Toy Story (1995),5
2299,Toy Story (1995),3
2301,Toy Story (1995),5
2302,Toy Story (1995),4.5
2303,Toy Story (1995),5
2307,Toy Story (1995),4
2311,Toy Story (1995),4
2312,Toy Story (1995),5
2314,Toy Story (1995),4
2320,Toy Story (1995),3
2321,Toy Story (1995),2
2323,Toy Story (1995),5
2324,Toy Story (1995),3
2330,Toy Story (1995),4.5
2331,Toy Story (1995),3
2332,Toy Story (1995),5
2333,Toy Story (1995),4
2338,Toy Story (1995),3.5
2339,Toy Story (1995),3
2341,Toy Story (1995),3
2349,Toy Story (1995),5
2350,Toy Story (1995),4
2352,Toy Story (1995),4.5
2357,Toy Story (1995),4
2359,Toy Story (1995),3
2361,Toy Story (1995),1
2362,Toy Story (1995),0.5
2365,Toy Story (1995),2.5
2367,Toy Story (1995),4.5
2368,Toy Story (1995),4
2370,Toy Story (1995),4
2371,Toy Story (1995),4
2374,Toy Story (1995),4
2377,Toy Story (1995),5
2378,Toy Story (1995),5
2380,Toy Story (1995),5
2382,Toy Story (1995),3
2384,Toy Story (1995),4
2386,Toy Story (1995),4
2392,Toy Story (1995),4
2394,Toy Story (1995),3.5
2395,Toy Story (1995),4
2397,Toy Story (1995),4
2398,Toy Story (1995),3
2402,Toy Story (1995),4.5
2405,Toy Story (1995),4
2407,Toy Story (1995),5
2408,Toy Story (1995),5
2409,Toy Story (1995),4
2410,Toy Story (1995),2.5
2412,Toy Story (1995),5
2413,Toy Story (1995),5
2419,Toy Story (1995),4
2422,Toy Story (1995),3
2423,Toy Story (1995),5
2427,Toy Story (1995),5
2428,Toy Story (1995),4.5
2430,Toy Story (1995),5
2433,Toy Story (1995),4
2435,Toy Story (1995),4
2436,Toy Story (1995),3
2437,Toy Story (1995),4
2438,Toy Story (1995),4
2441,Toy Story (1995),5
2445,Toy Story (1995),5
2447,Toy Story (1995),4
2451,Toy Story (1995),3
2464,Toy Story (1995),3.5
2473,Toy Story (1995),5
2476,Toy Story (1995),4
2482,Toy Story (1995),5
2483,Toy Story (1995),3
2484,Toy Story (1995),3.5
2485,Toy Story (1995),3
2486,Toy Story (1995),4
2487,Toy Story (1995),2
2488,Toy Story (1995),3
2492,Toy Story (1995),5
2493,Toy Story (1995),5
2494,Toy Story (1995),4
2496,Toy Story (1995),2.5
2497,Toy Story (1995),4
2502,Toy Story (1995),4
2503,Toy Story (1995),4
2505,Toy Story (1995),4
2506,Toy Story (1995),3
2511,Toy Story (1995),1.5
2512,Toy Story (1995),5
2513,Toy Story (1995),4
2514,Toy Story (1995),4
2515,Toy Story (1995),2
2517,Toy Story (1995),3
2518,Toy Story (1995),3
2520,Toy Story (1995),5
2523,Toy Story (1995),3.5
2529,Toy Story (1995),4.5
2532,Toy Story (1995),4
2536,Toy Story (1995),5
2542,Toy Story (1995),5
2544,Toy Story (1995),4
2546,Toy Story (1995),3.5
2549,Toy Story (1995),4
2550,Toy Story (1995),2
2554,Toy Story (1995),5
2555,Toy Story (1995),4
2556,Toy Story (1995),5
2558,Toy Story (1995),4.5
2561,Toy Story (1995),4.5
2564,Toy Story (1995),4
2565,Toy Story (1995),4
2568,Toy Story (1995),2
2569,Toy Story (1995),4
2570,Toy Story (1995),5
2574,Toy Story (1995),5
2575,Toy Story (1995),4
2579,Toy Story (1995),3
2582,Toy Story (1995),5
2583,Toy Story (1995),3
2584,Toy Story (1995),4
2585,Toy Story (1995),5
2595,Toy Story (1995),4
2597,Toy Story (1995),4
2599,Toy Story (1995),5
2601,Toy Story (1995),4
2602,Toy Story (1995),4
2605,Toy Story (1995),3.5
2607,Toy Story (1995),3
2616,Toy Story (1995),4
2618,Toy Story (1995),4
2622,Toy Story (1995),4
2629,Toy Story (1995),5
2631,Toy Story (1995),4
2633,Toy Story (1995),5
2636,Toy Story (1995),4
2640,Toy Story (1995),4
2641,Toy Story (1995),4
2643,Toy Story (1995),4
2649,Toy Story (1995),5
2652,Toy Story (1995),4
2653,Toy Story (1995),5
2654,Toy Story (1995),3.5
2656,Toy Story (1995),4
2657,Toy Story (1995),4.5
2658,Toy Story (1995),5
2660,Toy Story (1995),2
2661,Toy Story (1995),4
2663,Toy Story (1995),3.5
2669,Toy Story (1995),3
2670,Toy Story (1995),4.5
2675,Toy Story (1995),5
2676,Toy Story (1995),3
2678,Toy Story (1995),5
2680,Toy Story (1995),3
2681,Toy Story (1995),4
2682,Toy Story (1995),3
2684,Toy Story (1995),5
2686,Toy Story (1995),5
2691,Toy Story (1995),3
2692,Toy Story (1995),5
2694,Toy Story (1995),5
2695,Toy Story (1995),4
